condominio,quartos,suites,vagas,area,bairro,preco,pm2
750,2,1.0,1.0,70,Alphavile,530000,7571.43
635,2,1.0,1.0,65,Alphavile,420000,6461.54
150,2,2.0,1.0,70,Alphavile,300000,4285.71
530,2,1.0,1.0,82,Alphavile,350000,4268.29
281,2,1.0,1.0,72,Alphavile,430000,5972.22
380,2,1.0,1.0,63,Alphavile,275000,4365.08
380,2,1.0,1.0,70,Alphavile,450000,6428.57
835,2,1.0,1.0,76,Alphavile,670000,8815.79
750,2,1.0,1.0,75,Alphavile,620000,8266.67
825,2,1.0,1.0,90,Alphavile,750000,8333.33
1200,2,1.0,1.0,70,Alphavile,700000,10000.0
500,2,1.0,1.0,65,Alphavile,440000,6769.23
621,2,1.0,1.0,90,Alphavile,530000,5888.89
712,2,1.0,1.0,75,Alphavile,630000,8400.0
810,2,2.0,1.0,95,Alphavile,490000,5157.89
600,3,1.0,1.0,80,Alphavile,650000,8125.0
1100,3,1.0,1.0,134,Alphavile,695000,5186.57
610,3,1.0,1.0,90,Alphavile,670000,7444.44
1050,3,1.0,1.0,93,Alphavile,800000,8602.15
840,3,1.0,1.0,110,Alphavile,760000,6909.09
890,3,1.0,2.0,139,Alphavile,1100000,7913.67
1300,3,2.0,2.0,108,Alphavile,400000,3703.7
400,3,0.0,1.0,80,Alphavile,490000,6125.0
1100,3,1.0,2.0,132,Alphavile,1300000,9848.48
300,3,2.0,2.0,90,Alphavile,380000,4222.22
835,3,1.0,1.0,100,Alphavile,660000,6600.0
550,3,1.0,1.0,96,Alphavile,530000,5520.83
1500,3,1.0,2.0,170,Alphavile,945000,5558.82
950,3,1.0,1.0,126,Alphavile,590000,4682.54
1350,3,1.0,2.0,160,Alphavile,1150000,7187.5
190,3,1.0,1.0,80,Alphavile,510000,6375.0
630,3,2.0,2.0,80,Alphavile,370000,4625.0
600,3,1.0,1.0,99,Alphavile,780000,7878.79
780,3,1.0,1.0,120,Alphavile,780000,6500.0
1068,3,1.0,1.0,95,Alphavile,795000,8368.42
900,3,1.0,1.0,92,Alphavile,680000,7391.3
480,3,1.0,3.0,142,Alphavile,600000,4225.35
588,3,1.0,1.0,98,Alphavile,1100000,11224.49
210,3,1.0,1.0,95,Alphavile,440000,4631.58
1370,3,1.0,2.0,130,Alphavile,1050000,8076.92
500,3,1.0,1.0,102,Alphavile,955000,9362.75
670,3,2.0,1.0,139,Alphavile,878000,6316.55
730,3,0.0,1.0,90,Alphavile,550000,6111.11
1000,3,1.0,2.0,125,Alphavile,825000,6600.0
1050,3,1.0,2.0,95,Alphavile,899000,9463.16
1100,3,1.0,2.0,110,Alphavile,850000,7727.27
850,3,1.0,2.0,118,Alphavile,850000,7203.39
1100,3,1.0,1.0,110,Alphavile,750000,6818.18
950,3,1.0,1.0,105,Alphavile,730000,6952.38
970,3,1.0,1.0,110,Alphavile,650000,5909.09
1336,3,2.0,1.0,120,Alphavile,850000,7083.33
900,3,1.0,1.0,90,Alphavile,860000,9555.56
880,3,1.0,1.0,100,Alphavile,800000,8000.0
870,3,1.0,1.0,100,Alphavile,580000,5800.0
400,3,1.0,1.0,92,Alphavile,480000,5217.39
686,3,0.0,1.0,105,Alphavile,490000,4666.67
450,3,1.0,1.0,72,Alphavile,435000,6041.67
1080,3,1.0,1.0,80,Alphavile,680000,8500.0
750,3,0.0,1.0,82,Alphavile,650000,7926.83
700,3,1.0,1.0,100,Alphavile,629900,6299.0
1850,3,1.0,2.0,166,Alphavile,1600000,9638.55
800,3,1.0,1.0,107,Alphavile,540000,5046.73
