cd_produto,qtde,nota,preco_liq,preco_ipi,preco_icms,p_ipi,p_icm,nm_produto,cd_cliente,nm_cliente,cidade,uf,cd_vendedor,nm_vendedor,cd_familia,nm_familia,cd_grupo,nm_grupo,cd_marca,nm_marca,data_pedido,data_nota,cd_operacao,nm_operacao,cd_sub_grupo,nm_sub_grupo,cd_linha,nm_linha,valor,lucro
2964,2,43,1422.72,1493.86,1762.75,5,18,UM POUCO DE TUDO CONSORTE FUNCA Serie 99,103.0,MAPRI-TEXTRON DO BRASIL LTDA,SAO PAULO,SP,6,VIVALDO,13,RADIOS,39,TOCADOR DE MP3,30,Fostonofunca,2010-04-16,2010-04-29,5.102,VENDAS,39,UM POUCO DE TUDO,4,SOM & IMAGEM,2845.44,274.01587200000006
4819,2,44,2313.12,2428.78,2865.96,5,18,MEDIA LEMBRANCA SISNE Serie 85,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-04-19,2010-04-28,5.102,VENDAS,139,MEDIA LEMBRANCA,3,TI,4626.24,334.908288
3319,2,44,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-19,2010-04-23,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3548,2,44,1703.04,1788.19,2110.07,5,18,UM POUCO DE TUDO BUSHA DE CANHAO Serie 5,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,38,COM TV,20,Soni,2010-04-19,2010-05-01,5.102,VENDAS,38,UM POUCO DE TUDO,4,SOM & IMAGEM,3406.08,328.005504
4460,2,45,2140.8,2333.47,2753.5,9,18,CELULAR COM MP3+MP3+MP3+TV CELL LING Ser,210.0,ARV IND. MAQUINAS DE EMBAL. E COM. DE PECA LTDA,SAO PAULO,SP,6,VIVALDO,1,CELULAR,14,SIMPLES,5,No Tinha,2010-04-19,2010-04-20,5.102,VENDAS,170,CELULAR COM MP3+MP3+MP3+TV,2,TELEFONIA,4281.6,128.448
890,2,45,1127.2,1183.56,1396.6,5,18,ATE 50 LITROS PRADARIA Serie 92,210.0,ARV IND. MAQUINAS DE EMBAL. E COM. DE PECA LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-04-19,2010-04-25,5.102,VENDAS,110,ATE 50 LITROS,1,ELETRODOMESTICOS,2254.4,120.61040000000003
3317,1,46,1592.16,1639.92,1754.72,3,7,CELULAR TECLADO Motorola Serie 34,102.0,BRASHOLANDA S/A EQUIP. IND.,S.JOSE DOS PINHAIS,PR,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-04-19,2010-04-21,6.102,VD P/ OUTRO ESTADO,2,CELULAR TECLADO,2,TELEFONIA,1592.16,52.54128000000001
2817,1,47,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,9,NETBOOK,9,BARATO,2,Compaqto,2010-04-19,2010-04-28,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,1352.16,175.13760000000002
3319,2,47,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-19,2010-04-23,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
1606,2,47,770.88,809.42,955.12,5,18,ALGUMA LEMBRANCA HP Serie 63,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,7,MICRO-COMPUTADOR,7,COM LINUX,40,Ching Pau,2010-04-19,2010-04-26,5.102,VENDAS,46,ALGUMA LEMBRANCA,3,TI,1541.76,375.02044800000004
3821,1,48,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,27.0,INDUSTRIA DE PLASTICOS ESTRELA DOURADA LTDA,SAO PAULO,SP,4,DAYSE,12,INTEGRADOS,38,COM TV,20,Soni,2010-04-19,2010-05-01,5.102,VENDAS,116,COM MP3,4,SOM & IMAGEM,1834.08,176.621904
3819,2,49,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,90.0,CASA DA PINDURA LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-04-19,2010-04-29,5.102,VENDAS,114,MUITA LEMBRANCA,3,TI,3666.24,215.871216
3823,2,49,1835.04,1926.79,2273.61,5,18,CELULAR COM MP3+MP3+MP3+TV Nokia Serie 8,90.0,CASA DA PINDURA LTDA,SAO PAULO,SP,6,VIVALDO,1,CELULAR,1,BASICO,5,No Tinha,2010-04-19,2010-04-20,5.102,VENDAS,118,CELULAR COM MP3+MP3+MP3+TV,2,TELEFONIA,3670.08,117.809568
3319,2,49,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,90.0,CASA DA PINDURA LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-19,2010-04-23,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3322,2,49,1594.56,1642.4,1938.03,3,18,VAGA LEMBRANCA HP Serie 35,90.0,CASA DA PINDURA LTDA,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,7,COM LINUX,40,Ching Pau,2010-04-19,2010-04-26,5.102,VENDAS,7,VAGA LEMBRANCA,3,TI,3189.12,385.53504000000004
4961,2,50,2381.28,2547.97,3006.6,7,18,MEDIA LEMBRANCA DELL Serie 99,75.0,EQUIPA INOX INDUSTRIA E COMERCIO LTDA,ITU,SP,6,VIVALDO,8,NOTEBOOK,8,COM LINUX,2,Compaqto,2010-04-19,2010-04-27,5.102,VENDAS,86,MEDIA LEMBRANCA,3,TI,4762.56,350.8032
890,1,50,1127.2,1183.56,1396.6,5,18,ATE 50 LITROS PRADARIA Serie 92,75.0,EQUIPA INOX INDUSTRIA E COMERCIO LTDA,ITU,SP,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-04-19,2010-04-25,5.102,VENDAS,110,ATE 50 LITROS,1,ELETRODOMESTICOS,1127.2,60.30520000000001
2390,2,50,1147.2,1204.56,1421.38,5,18,IMAGEM AVANCADA LG Serie 42,75.0,EQUIPA INOX INDUSTRIA E COMERCIO LTDA,ITU,SP,6,VIVALDO,11,TV,11,3D,77,Tvzinha,2010-04-19,2010-04-30,5.102,VENDAS,50,IMAGEM AVANCADA,4,SOM & IMAGEM,2294.4,220.95072000000002
3961,1,51,1901.28,2034.37,2400.56,7,18,MEDIA LEMBRANCA SISNE Serie 99,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-04-19,2010-04-28,5.102,VENDAS,61,MEDIA LEMBRANCA,3,TI,1901.28,252.38400000000001
2961,1,51,1421.28,1492.34,1760.97,5,18,SEM LEMBRANCA GRAMPOLA Serie 99,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,10,IPAD,36,1 MEGA DE RAM,40,Ching Pau,2010-04-19,2010-04-29,5.102,VENDAS,36,SEM LEMBRANCA,3,TI,1421.28,223.780656
2817,2,52,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,230.0,FAMABRA MAQUINAS LTDA,PIRITUBA,SP,1,BEATRIZ,9,NETBOOK,9,BARATO,2,Compaqto,2010-04-19,2010-04-28,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,2704.32,156.3408
4818,1,52,2312.64,2428.27,2865.36,5,18,MUITA LEMBRANCA DISMAC Serie 85,230.0,FAMABRA MAQUINAS LTDA,PIRITUBA,SP,1,BEATRIZ,8,NOTEBOOK,21,COM WINDOWS,2,Compaqto,2010-04-19,2010-04-27,5.102,VENDAS,138,MUITA LEMBRANCA,3,TI,2312.64,318.298464
3317,1,52,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,230.0,FAMABRA MAQUINAS LTDA,PIRITUBA,SP,1,BEATRIZ,2,SMARTFONE,2,ANDROID,16,Goojle,2010-04-19,2010-04-21,5.102,VENDAS,2,CELULAR TECLADO,2,TELEFONIA,1592.16,52.54128000000001
3321,1,53,1594.08,1641.9,1937.44,3,18,ATE 20 LITROS BRASTEMP Serie 35,94.0,OLIVEIRA & OLIVEIRA CALHAS LTDA,TAUBATE,SP,6,VIVALDO,6,LINHA BRANCA,6,GELADEIRA,1,Brastenta,2010-04-20,2010-04-26,5.102,VENDAS,6,ATE 20 LITROS,1,ELETRODOMESTICOS,1594.08,87.67440000000002
3318,1,53,1592.64,1640.42,1935.69,3,18,PRETO DO BISAVO TELESP Serie 35,94.0,OLIVEIRA & OLIVEIRA CALHAS LTDA,TAUBATE,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,3,DO VOVO,17,Telespinho,2010-04-20,2010-04-23,5.102,VENDAS,3,PRETO DO BISAVO,2,TELEFONIA,1592.64,52.557120000000005
2820,2,53,1353.6,1448.35,1709.06,7,18,BONZINHO PRADA Serie 85,94.0,OLIVEIRA & OLIVEIRA CALHAS LTDA,TAUBATE,SP,6,VIVALDO,12,INTEGRADOS,12,3 EM 1,50,TCLixo,2010-04-20,2010-05-02,5.102,VENDAS,90,BONZINHO,4,SOM & IMAGEM,2707.2,243.64799999999997
1749,1,54,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,146.0,ECO-SINAL IND. E COM. DE PLASTICOS LTDA ME,SALTO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-04-20,2010-04-27,5.102,VENDAS,189,MUITA LEMBRANCA,3,TI,839.52,297.792
1749,2,55,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,149.0,ROTTO BRASIL IND. E COM. DE PLASTICOS LTDA,GUARAREMA,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-04-20,2010-04-27,5.102,VENDAS,189,MUITA LEMBRANCA,3,TI,1679.04,92.3472
1752,1,55,840.96,916.65,1081.64,9,18,MUITA LEMBRANCA GRAMPOLA Serie 78,149.0,ROTTO BRASIL IND. E COM. DE PLASTICOS LTDA,GUARAREMA,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,10,Pear,2010-04-20,2010-04-30,5.102,VENDAS,192,MUITA LEMBRANCA,3,TI,840.96,184.6944
1749,1,56,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,145.0,ART METAL INDUSTRIA E COMERCIO LTDA,SANTO ANDRE,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-04-20,2010-04-27,5.924,REMESSA P IND.,189,MUITA LEMBRANCA,3,TI,839.52,92.5056
1749,2,57,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,145.0,ART METAL INDUSTRIA E COMERCIO LTDA,SANTO ANDRE,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-04-20,2010-04-27,5.924,REMESSA P IND.,189,MUITA LEMBRANCA,3,TI,1679.04,92.3472
1752,1,57,840.96,916.65,1081.64,9,18,MUITA LEMBRANCA GRAMPOLA Serie 78,145.0,ART METAL INDUSTRIA E COMERCIO LTDA,SANTO ANDRE,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,10,Pear,2010-04-20,2010-04-30,5.924,REMESSA P IND.,192,MUITA LEMBRANCA,3,TI,840.96,184.6944
3960,2,58,1900.8,2033.86,2399.95,7,18,MEDIA LEMBRANCA DISMAC Serie 99,231.0,FAME FABRICA DE APARELHOS E MATERIAL ELETRICO LTDA,SAO PAULO,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,2,Compaqto,2010-04-20,2010-04-28,5.102,VENDAS,60,MEDIA LEMBRANCA,3,TI,3801.6,92.5056
2461,1,59,1181.28,1240.34,1463.61,5,18,CONDICIONA AR VENTILVA Serie 49,55.0,MARCENARIA E REF. SCARAV. SAVIOLI LTDA ME,ITU,SP,2,DIONISIO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-20,2010-04-24,5.102,VENDAS,121,CONDICIONA AR,1,ELETRODOMESTICOS,1181.28,63.19848
3319,2,60,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,200.0,CAIQUE & CAROL REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-22,2010-04-26,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
890,1,61,1127.2,1183.56,1325.59,5,12,ATE 50 LITROS PRADARIA Serie 92,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-04-22,2010-04-28,6.102,VD P/ OUTRO ESTADO,110,ATE 50 LITROS,1,ELETRODOMESTICOS,1127.2,60.30520000000001
3321,1,62,1594.08,1641.9,1937.44,3,18,ATE 20 LITROS BRASTEMP Serie 35,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,6,LINHA BRANCA,6,GELADEIRA,1,Brastenta,2010-04-22,2010-04-28,5.102,VENDAS,6,ATE 20 LITROS,1,ELETRODOMESTICOS,1594.08,87.67440000000002
3822,1,62,1834.56,1926.29,2273.02,5,18,COM RELOGIO CONSORTE FUNCA Serie 85,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,13,RADIOS,39,TOCADOR DE MP3,30,Fostonofunca,2010-04-22,2010-05-05,5.102,VENDAS,117,COM RELOGIO,4,SOM & IMAGEM,1834.56,176.668128
1748,1,63,839.04,914.55,1079.17,9,18,ATE 50 LITROS PRADARIA Serie 78,132.0,RONCAR INDUSTRIA E COMERCIO EXPORTACAO LTDA.,RIBEIRAO PRETO,SP,2,DIONISIO,6,LINHA BRANCA,32,FOGAO,1,Brastenta,2010-04-23,2010-04-29,5.102,VENDAS,188,ATE 50 LITROS,1,ELETRODOMESTICOS,839.04,41.952
750,1,63,1060.0,1155.4,1363.37,9,18,MEDIA LEMBRANCA MICROLIXO Serie 78,132.0,RONCAR INDUSTRIA E COMERCIO EXPORTACAO LTDA.,RIBEIRAO PRETO,SP,2,DIONISIO,9,NETBOOK,9,BARATO,12,Dismac,2010-04-23,2010-05-02,5.102,VENDAS,165,MEDIA LEMBRANCA,3,TI,1060.0,92.2944
2391,1,63,1147.68,1228.02,1449.06,7,18,BONZINHO PRADA Serie 42,132.0,RONCAR INDUSTRIA E COMERCIO EXPORTACAO LTDA.,RIBEIRAO PRETO,SP,2,DIONISIO,12,INTEGRADOS,12,3 EM 1,51,Consolesa,2010-04-23,2010-05-05,5.102,VENDAS,51,BONZINHO,4,SOM & IMAGEM,1147.68,103.2912
3319,2,64,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,233.0,FAPARMAS TORNEADOS DE PRECISAO LTDA.,DIADEMA,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-23,2010-04-27,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
2818,1,65,1352.64,1447.32,1621.0,7,12,ALGUMA LEMBRANCA ITAUTEC Serie 85,226.0,SANTA FE PRESENTES LTDA,FORMIGA,MG,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-04-23,2010-05-03,6.102,VD P/ OUTRO ESTADO,88,ALGUMA LEMBRANCA,3,TI,1352.64,350.4864
2817,1,66,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,9,NETBOOK,9,BARATO,2,Compaqto,2010-04-26,2010-05-05,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,1352.16,148.7904
1039,1,67,1198.72,1282.63,1513.5,7,18,BONZINHO PLUGS Serie 07,232.0,FANAUPE S/A FAB NAC LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,25,SOM ESPECIAL,3,CCL,2010-04-26,2010-05-08,5.102,VENDAS,64,BONZINHO,4,SOM & IMAGEM,1198.72,107.8848
1392,1,68,668.16,668.16,788.43,0,18,CELULAR COM MP3 JPG Serie 42,12.0,ABRATEC COMERCIAL LTDA.,JOINVILLE,SC,6,VIVALDO,1,CELULAR,27,AVANCADO,3,CCL,2010-04-26,2010-04-27,5.102,VENDAS,27,CELULAR COM MP3,2,TELEFONIA,668.16,22.650623999999997
890,1,68,1127.2,1183.56,1396.6,5,18,ATE 50 LITROS PRADARIA Serie 92,12.0,ABRATEC COMERCIAL LTDA.,JOINVILLE,SC,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-04-26,2010-05-02,5.102,VENDAS,110,ATE 50 LITROS,1,ELETRODOMESTICOS,1127.2,60.30520000000001
2389,1,68,1146.72,1204.06,1420.79,5,18,ALGUMA LEMBRANCA ITAUTEC Serie 42,12.0,ABRATEC COMERCIAL LTDA.,JOINVILLE,SC,6,VIVALDO,10,IPAD,10,BARATO,40,Ching Pau,2010-04-26,2010-05-06,5.102,VENDAS,49,ALGUMA LEMBRANCA,3,TI,1146.72,132.67144000000002
3819,1,69,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-04-26,2010-05-06,5.102,VENDAS,114,MUITA LEMBRANCA,3,TI,1833.12,134.96894400000002
2820,2,69,1353.6,1448.35,1709.06,7,18,BONZINHO PRADA Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,12,3 EM 1,50,TCLixo,2010-04-26,2010-05-08,5.102,VENDAS,90,BONZINHO,4,SOM & IMAGEM,2707.2,243.64799999999997
1749,1,70,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,149.0,ROTTO BRASIL IND. E COM. DE PLASTICOS LTDA,GUARAREMA,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-04-26,2010-05-03,5.102,VENDAS,189,MUITA LEMBRANCA,3,TI,839.52,297.792
1749,1,71,839.52,915.08,1079.79,9,18,MUITA LEMBRANCA IMPERION Serie 78,145.0,ART METAL INDUSTRIA E COMERCIO LTDA,SANTO ANDRE,SP,6,VIVALDO,7,MICRO-COMPUTADOR,33,SEM SISTEMA OPERACIONAL,2,Compaqto,2010-04-26,2010-05-03,5.924,REMESSA P IND.,189,MUITA LEMBRANCA,3,TI,839.52,92.3472
4818,2,72,2312.64,2428.27,2865.36,5,18,MUITA LEMBRANCA DISMAC Serie 85,176.0,SUADO & CHEIROSO PERFUMES LTDA,SAO PAULO,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,2,Compaqto,2010-04-26,2010-05-04,5.102,VENDAS,138,MUITA LEMBRANCA,3,TI,4625.28,98.81150400000001
4821,2,72,2314.08,2429.78,2867.15,5,18,IMAGEM ULTRA VENDAVAL Serie 85,176.0,SUADO & CHEIROSO PERFUMES LTDA,SAO PAULO,SP,6,VIVALDO,11,TV,24,LCD,20,Soni,2010-04-26,2010-05-07,5.102,VENDAS,141,IMAGEM ULTRA,4,SOM & IMAGEM,4628.16,445.691808
2817,2,73,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,7.0,SERRALHERIA E COMERCIO IRMAOS VENANCIOS LTDA ME,GUARULHOS,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-04-27,2010-05-06,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,2704.32,509.0976
2818,2,74,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-04-27,2010-05-07,5.102,VENDAS,88,ALGUMA LEMBRANCA,3,TI,2705.28,297.47520000000003
4819,2,74,2313.12,2428.78,2865.96,5,18,MEDIA LEMBRANCA SISNE Serie 85,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-04-27,2010-05-06,5.102,VENDAS,139,MEDIA LEMBRANCA,3,TI,4626.24,318.41145600000004
747,2,74,1058.56,1153.83,1361.52,9,18,ATE 50 LITROS BRASTEMP Serie 77,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,6,GELADEIRA,11,Frigidaire,2010-04-27,2010-05-03,5.102,VENDAS,162,ATE 50 LITROS,1,ELETRODOMESTICOS,2117.12,105.856
749,4,74,1059.52,1154.88,1362.75,9,18,MUITA LEMBRANCA DELL Serie 78,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,8,NOTEBOOK,8,COM LINUX,12,Dismac,2010-04-27,2010-05-05,5.102,VENDAS,164,MUITA LEMBRANCA,3,TI,4238.08,232.8832
3319,2,74,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-04-27,2010-05-01,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3648,2,74,1751.04,1838.59,2169.54,5,18,MUITA LEMBRANCA DISMAC Serie 68,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,40,Ching Pau,2010-04-27,2010-05-05,5.102,VENDAS,138,MUITA LEMBRANCA,3,TI,3502.08,375.02044800000004
3821,1,75,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,218.0,ARTFRIO ABC INDUSTRIA E COMERCIO DE REFRIG. LTDA L,SANTO ANDRE,SP,5,CARLINHO,12,INTEGRADOS,38,COM TV,20,Soni,2010-04-27,2010-05-09,5.102,VENDAS,116,COM MP3,4,SOM & IMAGEM,1834.08,176.621904
3818,1,76,1832.64,1924.27,2155.18,5,12,MEDIA LEMBRANCA VIVALDA Serie 85,14.0,ACOTECNICA S/A,JANDIRA CX.P.13,SP,4,DAYSE,9,NETBOOK,35,MARCA,2,Compaqto,2010-04-27,2010-05-06,6.102,VD P/ OUTRO ESTADO,113,MEDIA LEMBRANCA,3,TI,1832.64,215.871216
2820,1,76,1353.6,1448.35,1622.15,7,12,BONZINHO PRADA Serie 85,14.0,ACOTECNICA S/A,JANDIRA CX.P.13,SP,4,DAYSE,12,INTEGRADOS,12,3 EM 1,50,TCLixo,2010-04-27,2010-05-09,6.102,VD P/ OUTRO ESTADO,90,BONZINHO,4,SOM & IMAGEM,1353.6,121.82399999999998
4961,1,77,2381.28,2547.97,3006.6,7,18,MEDIA LEMBRANCA DELL Serie 99,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,8,NOTEBOOK,8,COM LINUX,2,Compaqto,2010-04-27,2010-05-05,5.102,VENDAS,86,MEDIA LEMBRANCA,3,TI,2381.28,148.896
4461,1,77,2141.28,2334.0,2754.11,9,18,+TOUCH+TV PING LING Serie 49,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,2,SMARTFONE,15,APPLE,5,No Tinha,2010-04-27,2010-04-29,5.102,VENDAS,171,+TOUCH+TV,2,TELEFONIA,2141.28,64.2384
3821,1,77,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,12,INTEGRADOS,38,COM TV,20,Soni,2010-04-27,2010-05-09,5.102,VENDAS,116,COM MP3,4,SOM & IMAGEM,1834.08,176.621904
2961,1,77,1421.28,1492.34,1760.97,5,18,SEM LEMBRANCA GRAMPOLA Serie 99,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,10,IPAD,36,1 MEGA DE RAM,40,Ching Pau,2010-04-27,2010-05-07,5.102,VENDAS,36,SEM LEMBRANCA,3,TI,1421.28,215.871216
4961,1,78,2381.28,2547.97,3006.6,7,18,MEDIA LEMBRANCA DELL Serie 99,35.0,SANCHEZ AFIACAO E FERRAMENTAS LTDA,ITAQUAQUECETUBA,SP,5,CARLINHO,8,NOTEBOOK,8,COM LINUX,2,Compaqto,2010-04-27,2010-05-05,5.924,REMESSA P IND.,86,MEDIA LEMBRANCA,3,TI,2381.28,156.3408
4461,1,78,2141.28,2334.0,2754.11,9,18,+TOUCH+TV PING LING Serie 49,35.0,SANCHEZ AFIACAO E FERRAMENTAS LTDA,ITAQUAQUECETUBA,SP,5,CARLINHO,2,SMARTFONE,15,APPLE,5,No Tinha,2010-04-27,2010-04-29,5.924,REMESSA P IND.,171,+TOUCH+TV,2,TELEFONIA,2141.28,64.2384
3821,1,78,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,35.0,SANCHEZ AFIACAO E FERRAMENTAS LTDA,ITAQUAQUECETUBA,SP,5,CARLINHO,12,INTEGRADOS,38,COM TV,20,Soni,2010-04-27,2010-05-09,5.924,REMESSA P IND.,116,COM MP3,4,SOM & IMAGEM,1834.08,176.621904
2961,1,78,1421.28,1492.34,1760.97,5,18,SEM LEMBRANCA GRAMPOLA Serie 99,35.0,SANCHEZ AFIACAO E FERRAMENTAS LTDA,ITAQUAQUECETUBA,SP,5,CARLINHO,10,IPAD,36,1 MEGA DE RAM,40,Ching Pau,2010-04-27,2010-05-07,5.924,REMESSA P IND.,36,SEM LEMBRANCA,3,TI,1421.28,215.871216
3675,2,79,1764.0,1922.76,2268.86,9,18,MEDIA LEMBRANCA MICROLIXO Serie 70,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,9,NETBOOK,9,BARATO,40,Ching Pau,2010-04-27,2010-05-06,5.901,BENEFICIAMENTO,165,MEDIA LEMBRANCA,3,TI,3528.0,156.3408
4459,1,80,2140.32,2332.95,2752.88,9,18,COM RELOGIO CLARION Serie 49,96.0,BOMBRIL S/A,S.B.DO CAMPO,SP,6,VIVALDO,13,RADIOS,13,RADIO RELOGIO,2,Compaqto,2010-04-28,2010-05-11,5.102,VENDAS,169,COM RELOGIO,4,SOM & IMAGEM,2140.32,192.6288
